complaint_id,received_date,right_id,mun_id,area_id,status,description
7675,2022-09-30,6,2,5,EN PROCESO,Varias ir productos partes dicho todas capacidad si alrededor santiago mano otras internacional.
7676,2023-08-18,5,4,4,CERRADO,Presente trabajar naturaleza siete finalmente tener.
7677,2024-03-30,1,3,4,EN PROCESO,Vida juego políticos línea diversos dice éxito nuestro solución.
7678,2023-07-05,7,3,5,CERRADO,Van podría todos serán tema metros casos único.
7679,2024-04-05,2,5,5,CERRADO,Demás un san tomar habla vista luz valores bastante tenía visto amigos.
7680,2024-04-16,1,2,2,ABIERTO,Diferentes francisco hombre uno propios grande cultural orden medidas.
7681,2021-12-09,7,5,3,EN PROCESO,Larga fuerza va personal superior piel existen falta maría último.
7682,2024-04-14,3,5,2,EN PROCESO,Trata político pasar fuerzas pacientes materia barcelona participación.
7683,2025-05-01,2,6,5,CERRADO,Cantidad siglo costa régimen uno dónde tiempos pequeño propio noviembre secretario tenido.
7684,2024-07-16,6,6,1,CERRADO,Encuentra diferentes características suelo este ayer curso prueba minutos entrar dice unos hubo.
7685,2022-01-18,4,6,3,ABIERTO,Participación encima características actividades era consejo compañía ve te.
7686,2023-10-01,5,7,1,CERRADO,Sobre objetivo aquel meses persona ministerio habrá amor muchos hubo méxico españoles.
7687,2024-02-19,7,1,3,ABIERTO,Hecho construcción haber estructura habrá mayo.
7688,2020-11-12,6,2,4,ABIERTO,Tiene fin pasado luego centro forma trabajadores momentos importancia los imposible educación vino.
7689,2020-09-18,7,4,3,ABIERTO,Primero volvió llamado asociación podía materia.
7690,2022-04-29,2,7,3,EN PROCESO,Puede unidos asociación imposible buena tanto unidad ocasiones qué usted luego jorge.
7691,2023-10-06,6,6,2,ABIERTO,Nuestra sola acciones función ahora estudios ya importancia dolor nosotros poder él.
7692,2023-05-30,3,1,2,EN PROCESO,Buena primero tan casa hacía españa cuerpo todas oficial mejores.
7693,2021-02-17,3,2,5,EN PROCESO,Comenzó segundo están llega jóvenes poco poco quién a.
7694,2023-06-01,5,5,5,EN PROCESO,Mira años lo sala final corazón período.
7695,2021-10-01,4,3,5,ABIERTO,Película luis mayor media español república atención importantes tiempos plaza interior.
7696,2021-04-10,7,4,2,CERRADO,Tribunal cosa quiero será interior premio gente argentina programa desde intereses gracias.
7697,2025-08-22,1,7,2,EN PROCESO,Media cargo aspecto origen saber como problema intereses agua junto.
7698,2021-04-04,2,2,5,EN PROCESO,Pueda formación también silencio desde vio chile mano política da.
7699,2023-06-14,2,7,4,EN PROCESO,Ve hacerlo nosotros tiene ante existencia deben llegó dirección.
7700,2024-03-07,1,2,4,EN PROCESO,Tiempo ningún entre toma nada actividad datos.
7701,2021-10-27,2,1,2,ABIERTO,Esto principio pone nuevo cuyo libro elementos pequeño máximo tener política fuego medidas.
7702,2023-03-26,5,1,3,CERRADO,Paz trata seis debe efecto posible anterior aun.
7703,2022-07-31,2,2,2,ABIERTO,Cuenta realidad ha corazón campo así tengo quien película aun resultados.
7704,2022-05-31,1,4,3,ABIERTO,Color estado director d domingo campaña presenta.
7705,2023-12-03,1,4,5,EN PROCESO,Última mi pesar mí marcha padres mayores plaza veces acciones.
7706,2023-11-13,5,7,4,ABIERTO,Voluntad sabe llevar prueba político considera hicieron manera cuyo hablar has sectores.
7707,2025-05-31,6,6,2,EN PROCESO,Cine solo especie frente democracia desarrollo viejo viene aunque haya actividades presencia.
7708,2021-11-03,1,5,2,CERRADO,Riesgo mano luz sistemas somos mientras suelo le humana tenía mar.
7709,2023-01-25,5,3,4,CERRADO,Político políticos ir hija tanto generales marcha han sino policía propio.
7710,2022-07-28,4,4,1,ABIERTO,Todavía dejó aún vivir director fernando cuya noche van secretario.
7711,2024-07-07,7,2,1,CERRADO,Otros puerta mil partir palabras peor resultados.
7712,2022-10-04,2,5,2,ABIERTO,Hijo dar efectos rey tanto proyectos interior escuela.
7713,2023-10-07,4,1,3,CERRADO,Salud general amigo oficial trabajo quién los casa.
7714,2021-05-29,3,2,3,CERRADO,Norte fuerzas constitución carne e éxito tengo junio ministro una.
7715,2022-05-25,6,5,2,EN PROCESO,Hecho carácter apenas alrededor lugar paz tres tener campo.
7716,2023-10-07,1,1,5,ABIERTO,Paso grandes eso ese violencia junto aunque les libertad español tan larga octubre.
7717,2025-04-16,6,4,3,ABIERTO,Aquella popular pregunta posición encima noche internacional saber siempre alguna.
7718,2023-07-08,4,7,1,ABIERTO,Sobre aquellos república diversas del tipos llega.
7719,2022-08-17,6,6,2,EN PROCESO,Ellas vivir unión servicios puesto dado obra existencia estoy vino material encontrar.
7720,2021-12-03,3,3,3,EN PROCESO,Jefe o nacional llegado podrá gracias.
7721,2022-10-08,7,3,2,EN PROCESO,Minutos llega acerca capacidad operación cuba posición autoridades más sueño.
7722,2023-01-14,7,7,5,ABIERTO,Fondo podemos pueden cual muerte carne mujeres así.
7723,2025-04-07,7,2,2,CERRADO,Precisamente cuadro manos éste antes con resto ser.
7724,2020-10-08,5,1,1,EN PROCESO,Hombres destino lejos esa puesto evitar sería también podía ve realidad este blanca.
7725,2025-02-28,2,2,1,EN PROCESO,Haber llega humana gonzález dicho marcha blanca siguientes buena como vista bajo posición.
7726,2021-06-11,6,6,1,EN PROCESO,Salud chile m especie naturaleza objeto punto quedó relación régimen general.
7727,2021-02-14,1,2,2,EN PROCESO,Pero clase ocasión objetivo realidad garcía posibilidad cuadro.
7728,2025-04-23,2,7,4,CERRADO,Otra cómo quién pasa resto común libros pequeña informe encima suelo encuentra sangre.
7729,2021-10-18,1,5,3,CERRADO,Años luis perdido ninguna europea tras problema sus eso casi entrar.
7730,2023-02-14,4,1,1,ABIERTO,Electoral suelo vez ministerio carta momentos antes sino económica cultural obras según.
7731,2023-07-12,5,4,4,ABIERTO,Solución jefe vino elecciones presente allí medida grandes ejército posibilidades razones crisis usted.
7732,2021-09-26,5,1,2,CERRADO,Pone para ver además siglo juan allí partes.
7733,2022-03-11,1,5,3,ABIERTO,Productos actividad europa aparece vuelve control dirección partidos ve.
7734,2021-10-19,7,3,4,ABIERTO,Teoría línea asimismo soy llega total.
7735,2021-05-04,1,5,5,EN PROCESO,Ministro tenido asimismo etapa noche internacional seguridad españoles hacía madrid momento partido.
7736,2023-07-25,7,7,2,CERRADO,Estas servicio siquiera ciento libro respecto figura llegado cabeza esa dos.
7737,2021-02-05,7,5,4,EN PROCESO,Militar democracia pasar posibilidades material asunto empresas plaza pequeño tiempos han obstante.
7738,2025-06-28,1,7,5,ABIERTO,Ni dirección metros obras cuestión enfermedad primer encontrar tiempos pesar tú ellas.
7739,2021-10-27,5,7,1,ABIERTO,Propuesta generales público mes embargo tanto ningún derecho hacer voluntad punto.
7740,2024-12-20,5,1,5,EN PROCESO,Cuatro algunos música imposible intereses modelo internacional señor fiscal posible.
7741,2020-10-31,1,4,1,CERRADO,Hacer finalmente vez artículo grande hacen toda por.
7742,2024-04-26,6,5,5,EN PROCESO,Considera mitad quienes especialmente oficial por poder encuentro.
7743,2023-03-03,2,3,4,CERRADO,Aspectos juan d hecho comunicación ocho parecía compañía.
7744,2025-08-11,1,1,3,EN PROCESO,Destino radio así cama efecto dijo pero oficial existe casi muerto tratamiento domingo.
7745,2025-08-21,2,7,4,ABIERTO,Están propia sobre medida estas razón luis.
7746,2024-12-15,7,6,4,CERRADO,Concepto más hecho hechos martín deben ser posibilidad larga dio prensa.
7747,2024-04-08,5,7,1,CERRADO,Sala período dos edad diez precios arriba materia sea carne mediante viaje.
7748,2021-10-05,1,1,3,ABIERTO,Hubo unos estar decía hija hecho prueba social había.
7749,2025-01-25,1,3,1,CERRADO,Un mayores cabeza ocasión hecho existen cuenta.
7750,2025-03-18,6,1,3,CERRADO,Cuadro trabajadores buena san principios calidad voy nada medios.
7751,2022-08-01,1,1,5,EN PROCESO,Pie centro objetivo obstante verdad ésta.
7752,2022-10-22,6,3,4,EN PROCESO,Nuevas quedó oposición especial actitud meses texto hecho jóvenes mucho.
7753,2024-07-02,7,7,4,ABIERTO,Europa toma poner nunca dolor entre para técnica niños haya.
7754,2022-10-26,7,5,4,CERRADO,Mira libro rodríguez niños corte sean quiere muchas.
7755,2025-07-22,2,3,1,CERRADO,Incluso comunicación francia cuya conocimiento quedó.
7756,2022-11-25,6,2,1,EN PROCESO,Incluso resultado unidad domingo relaciones su zona tenían carácter.
7757,2024-01-24,4,5,2,EN PROCESO,Etapa comenzó parece volvió qué empresas podía millones.
7758,2021-01-10,5,2,2,EN PROCESO,M tenían zonas podría últimos según noviembre función.
7759,2021-09-13,2,5,5,ABIERTO,Electoral general alta resultado paz cámara aumento argentina vía.
7760,2021-08-12,3,7,3,EN PROCESO,Causa vía revolución quizá libros arriba siguiente madre tiempos entrar asociación humanos.
7761,2024-11-10,5,6,4,EN PROCESO,Medida comunicación llevar mi esfuerzo oro durante encontrar uso don.
7762,2025-03-31,5,5,2,EN PROCESO,Horas chile barcelona bueno campaña ante derecho.
7763,2021-01-30,4,5,2,ABIERTO,Ocasiones paciente música algunas conciencia mañana consumo cosas santa.
7764,2023-04-08,5,5,3,ABIERTO,Palabras g toda especie primero noviembre hemos.
7765,2021-09-04,1,6,1,CERRADO,Cosa o mitad han algún palabra nivel diferencia precisamente.
7766,2023-07-28,2,3,5,ABIERTO,Nuestros si pueblo presenta sociales cuya vio año partir sur vivir.
7767,2023-06-04,4,6,5,EN PROCESO,La serie aumento este importantes proceso atrás ciento república.
7768,2024-04-02,4,7,5,CERRADO,Partidos ocasión trabajo vamos medio muerte una datos d últimos ciencia nuevo la.
7769,2024-06-08,5,6,3,ABIERTO,Punto superior pedro último nuestras consumo humanos ciudad tema unidos experiencia cómo barcelona.
7770,2025-08-20,7,2,5,EN PROCESO,Posibilidades como gonzález presidente noviembre sola cantidad medios.
7771,2021-06-22,1,3,2,CERRADO,Temas muerte sino junto artículo eran pero comisión llama quiero televisión dijo.
7772,2021-09-02,6,7,2,EN PROCESO,Mismos nuevos internacional encuentra fuerza sido población sea algunos plan santiago hubo distintos.
7773,2022-03-27,4,2,3,CERRADO,Armas interés imposible pedro sino sectores ella parece negro población trabajadores nuestra pequeña.
7774,2022-12-22,3,7,3,CERRADO,Les del fue cierta difícil todas.
7775,2025-03-31,1,5,5,EN PROCESO,Elementos tenían pública parís teoría conseguir juego sería vez nuestra éxito pues mismos.
7776,2021-04-30,6,5,2,ABIERTO,La fernando media económica d nacional menor hizo necesario felipe tipo posición.
7777,2023-08-15,2,3,5,ABIERTO,Segunda nosotros hermano nuestra construcción tiempos cuenta en autoridades luis b cultural.
7778,2024-07-15,6,6,5,EN PROCESO,Cada bastante c dar hubiera luz nuestras.
7779,2021-04-16,7,6,2,ABIERTO,Puerto hecho grupo partes unas santa efectos está hombre podía antes.
7780,2021-06-27,4,6,2,ABIERTO,Otras aún antes unidad ocasiones jóvenes autoridades hijos.
7781,2022-06-13,4,5,2,ABIERTO,Resto actividad torno operación cosas dice vida teoría forma futuro alguien a sol materia.
7782,2020-12-18,6,6,4,EN PROCESO,Joven a energía marzo i cuenta.
7783,2022-02-05,7,1,5,CERRADO,Presenta miedo semana américa ocasiones mayoría si varias.
7784,2020-10-05,5,4,3,CERRADO,Hijos económico amigos llamado realizar vivir crisis ley.
7785,2021-08-23,5,1,5,CERRADO,Entonces tener servicio i seguir juan.
7786,2023-01-27,2,3,4,ABIERTO,Marco madre cambio piel escuela políticas demás cuales media fecha.
7787,2022-03-02,1,5,1,ABIERTO,S material memoria esta larga todos especie momentos etapa calidad mejor.
7788,2023-05-16,6,6,4,ABIERTO,Calle prueba dio punto estudios hecho.
7789,2020-09-17,3,5,4,ABIERTO,Viaje debe pasa presidente puerto consumo quiero tuvo dan cual.
7790,2024-05-08,7,4,2,CERRADO,Parte teatro obstante mitad medios podrá puedo época régimen universidad.
7791,2023-03-02,3,7,3,EN PROCESO,Hacen grado señora sería ii llama.
7792,2024-09-26,7,4,2,CERRADO,Solución cara actividad sino interior manera dijo ejército era salir curso.
7793,2021-06-15,5,4,4,CERRADO,Población tu poder primero encontrar año varios estados ve cambio consumo.
7794,2024-02-21,6,6,3,EN PROCESO,Puerto principales comunidad han figura junio primero voz hija cabo situación primero.
7795,2022-06-29,6,7,4,CERRADO,Casos posible información poder iglesia carlos o aparece quién.
7796,2023-05-12,1,6,4,ABIERTO,Sabe experiencia ser material social cuatro título dice van millones dar cuerpo hecho clase.
7797,2023-03-18,1,3,3,CERRADO,Van visto posibilidad uso material más estas club para volvió hacen lejos servicios.
7798,2024-04-28,3,7,1,ABIERTO,Control te relación estamos mucho idea hacer visita parte.
7799,2020-11-22,3,4,2,CERRADO,Adelante civil quien asociación por y.
7800,2025-07-27,2,7,2,ABIERTO,Duda gobierno r vez asociación había pasar ni pablo suelo mar tal siquiera.
7801,2025-08-17,1,4,5,EN PROCESO,Carlos cambios libertad socialista españa producción primeros oficial pasar cine.
7802,2025-02-24,1,1,2,ABIERTO,M tenido última qué francia sol al muy habría teoría nuevo idea tendrá hermano.
7803,2024-06-22,3,5,4,ABIERTO,Libre gran mayoría peso deseo intereses su hubo título.
7804,2023-09-13,5,7,1,EN PROCESO,Fecha pie mucha presenta estamos dan estilo suelo siguientes seguridad semanas forma corte.
7805,2022-08-26,7,4,4,CERRADO,Su dios aún central fuerza creo autor propio días arte mismo existe.
7806,2021-04-13,6,6,5,CERRADO,Expresión claro juan grandes prensa finalmente empresa.
7807,2024-05-12,6,4,5,CERRADO,Alguien operación empresa s larga apenas podemos real poner considera.
7808,2023-01-29,5,1,4,CERRADO,Tendrá sino medios resulta carrera ella.
7809,2025-07-20,3,6,1,EN PROCESO,Modo propios hacer cada clase comercio menos realidad.
7810,2024-01-07,7,5,4,CERRADO,Importantes volver seguir fuerza formación conjunto libro iba allí estar busca estado da.
7811,2023-08-26,1,6,3,ABIERTO,Tribunal había volver tenían club primeras.
7812,2023-04-29,6,4,5,CERRADO,Población nuestra partir vida ideas entrar algún.
7813,2021-10-22,2,7,5,CERRADO,Medios voz modelo zonas nosotros del junio has ésta tengo.
7814,2024-05-14,1,6,3,EN PROCESO,Iglesia especie manos información hacer medios muerto acciones argentina rosa mi no toma.
7815,2025-01-31,2,7,4,ABIERTO,Durante era cultura diciembre ya interés ministro fuerza haciendo hizo etc buscar presenta.
7816,2021-01-26,5,2,2,CERRADO,Carácter democracia consumo sector quiere económico república posibilidades barcelona pueblo.
7817,2024-12-01,4,7,3,ABIERTO,Cultura horas dólares punto materia tu gente estamos ellos igual del primero produce.
7818,2024-04-05,4,3,3,CERRADO,Programas eso europa hecho hija salud hospital acuerdo meses industria sectores principio.
7819,2021-02-22,5,5,5,EN PROCESO,Realidad pie habrá lejos muchos costa civil nos.
7820,2025-04-12,2,7,5,EN PROCESO,Humana real características imágenes quedó siendo ojos.
7821,2021-03-07,3,3,2,EN PROCESO,Días fecha puesto investigación palabras les estaban visto son b española estuvo donde.
7822,2024-04-12,5,2,2,CERRADO,Todavía campo técnica aumento natural o tribunal miedo ver programa.
7823,2025-06-11,1,2,2,ABIERTO,Zonas momentos tendrá hora trata pública.
7824,2024-08-12,2,1,2,CERRADO,Ocasiones hay presenta cuales fiscal propios voz peor.
7825,2021-01-01,5,7,1,CERRADO,Sociales civil seguir diciembre profesional imágenes mayoría estos humana.
7826,2025-06-03,4,3,5,EN PROCESO,Radio análisis entre últimos baja dicen personas tiempos algún hasta aspectos.
7827,2021-08-15,5,4,1,EN PROCESO,Socialista niño es también tema fue algo.
7828,2024-04-22,5,6,3,ABIERTO,Consejo mundo acerca hace hacerlo países situación tal menos muerto largo voz.
7829,2024-07-23,2,3,5,EN PROCESO,Actividades adelante partidos sistema naturaleza español distintas buena a generales noviembre.
7830,2023-09-12,7,2,4,CERRADO,Desarrollo demás época junio victoria presidente políticos pocos libre recursos fernando siglo embargo.
7831,2023-05-24,6,1,5,CERRADO,Tierra lenguaje padre ciencia buena defensa pueblo algunos siendo quien martín.
7832,2020-10-28,6,1,2,CERRADO,Arte espera gobierno dejó hacerlo a comunicación sociedad sangre atrás busca pasa relaciones sino.
7833,2024-05-23,6,5,4,CERRADO,Mejor operación mira dio comunidad cuales hijo información hermano encuentra llegar.
7834,2021-09-14,1,3,4,ABIERTO,Deben modelo siguientes junio vino alguien pues ambos ellas muchas respecto.
7835,2024-01-25,5,3,3,ABIERTO,Dónde máximo unidad origen asociación algunos palabra dios.
7836,2021-07-28,5,6,4,ABIERTO,Orden español fútbol sólo segunda sus paz aspectos campaña nuevas recuerdo seguridad mismo.
7837,2023-02-21,5,3,2,CERRADO,Buen fuerte nadie objeto junio mal formas.
7838,2025-07-09,2,5,3,EN PROCESO,P ahora campaña mundo trabajo decisión plazo.
7839,2021-11-26,7,7,2,EN PROCESO,Muerto aunque viejo maría apenas tenemos reunión hombres mejor dejó país.
7840,2022-12-17,2,3,2,ABIERTO,Posible radio siete nadie futuro rafael contra negro ayuda apenas.
7841,2023-04-07,3,4,1,CERRADO,Último grande soy es república ellas.
7842,2022-06-08,7,1,1,EN PROCESO,Investigación constitución quien partes jorge pregunta don m enero quién misma sus.
7843,2024-07-07,1,6,2,CERRADO,Valores oposición violencia salir juez elecciones central equipo principales.
7844,2023-02-14,6,2,1,ABIERTO,Actividad noche dentro ha dio silencio incluso político camino quería problemas hay va.
7845,2025-03-14,4,2,1,EN PROCESO,Guerra rey creo propios cuenta has natural casa campo ex.
7846,2024-11-21,3,2,2,CERRADO,Pasó yo ahora mujer sé personal.
7847,2025-02-26,1,3,2,CERRADO,Conocer hay pequeño paso pablo empresas.
7848,2024-01-20,5,4,5,CERRADO,Servicio con dinero rosa sentido destino gran.
7849,2025-06-15,6,1,3,CERRADO,Cambios ella orden capital prueba acto incluso cuarto mano salida oposición.
7850,2022-01-21,5,6,2,ABIERTO,Serán siendo quizá hacen luz nuestras semanas etc.
7851,2022-08-09,3,4,2,ABIERTO,Alrededor produce razón algún se hija administración muerte contra.
7852,2020-10-22,2,6,2,ABIERTO,Proyectos pública nuestras cierta lado modo primer cultura estaba.
7853,2021-02-27,5,4,2,EN PROCESO,Tener cuadro gracias estoy ver lo garcía siquiera producto.
7854,2021-09-25,1,3,2,EN PROCESO,Derechos respuesta este luz francia humana última ayer presenta.
7855,2023-04-19,3,7,1,CERRADO,Un en hay vez mejores nadie formas.
7856,2021-02-28,6,1,5,EN PROCESO,Hermano estudio ejército programas memoria cada modelo pasar volver línea aunque.
7857,2022-07-14,7,4,1,CERRADO,Unas medios mesa mirada nuevas ellas.
7858,2021-01-21,1,4,4,CERRADO,Falta padre otras sí tipos república nadie hoy encima posibilidad muy importantes carácter.
7859,2024-07-19,3,4,2,ABIERTO,Pública siguiente artículo julio peso mayores.
7860,2022-01-23,3,2,5,EN PROCESO,Particular gracias plazo nosotros hacen nuevo muchos.
7861,2024-03-17,1,5,5,EN PROCESO,Vía puede diferencia volvió luis podría semana.
7862,2025-06-10,3,5,1,CERRADO,Dentro nuestras el cerca través dolor proyecto.
7863,2023-08-10,4,3,3,CERRADO,Encuentra desarrollo democracia da hubiera relaciones dejar interior comenzó acto vida.
7864,2021-03-21,7,6,4,CERRADO,Mayor hijo tenido resulta servicios tratamiento participación martín le.
7865,2024-01-25,7,2,4,CERRADO,Fue tratamiento buenos gran cargo buenos como fueron ser juego sería encuentra mucho.
7866,2024-07-11,5,1,3,EN PROCESO,Pasar blanco cantidad salir pequeña una.
7867,2020-09-25,7,5,1,CERRADO,Mi estados ella estar hubiera unas.
7868,2024-02-11,6,1,3,ABIERTO,Hubo plazo líder países decía horas semanas policía dijo análisis muerto.
7869,2021-04-26,7,1,3,EN PROCESO,Diferentes deja estaba opinión dar existen seis cambios carácter u.
7870,2024-11-12,7,5,2,ABIERTO,Deben jamás vino parís juego esto obras hijos justicia mientras.
7871,2022-07-23,1,6,5,EN PROCESO,Medios común unos apenas imagen política todas cambios tenemos objeto fácil secretario menos comenzó.
7872,2021-10-21,5,3,2,CERRADO,Última comenzó algunos justicia n san opinión principal clase precio.
7873,2021-01-22,3,2,4,CERRADO,Vista comisión internacional militares señora humano primer semana otros desarrollo minutos.
7874,2023-10-13,3,2,4,ABIERTO,Silencio humanos estuvo paz noviembre ni él cerca jefe problema llevar además.
7875,2022-11-10,6,7,4,EN PROCESO,Seguir cual encuentro varios debido cómo horas ideas.
7876,2022-12-30,7,2,1,CERRADO,Recuerdo puerto características unas político fútbol garcía ministro silencio presidente salud cuenta lo.
7877,2023-06-23,6,3,2,EN PROCESO,Negro mercado sala alta igual fuera blanco fuentes quería.
7878,2024-04-14,6,6,4,ABIERTO,Tratamiento conseguir por oficial joven encontrar septiembre libre presente económica.
7879,2023-02-02,1,7,5,ABIERTO,Hombre tal concepto hijo este materia.
7880,2021-09-19,3,2,3,CERRADO,He intereses ese puerta mayor hubo juicio qué muerte siguiente crisis.
7881,2021-07-19,1,3,1,ABIERTO,Mucha movimiento diferencia tiene propio nombre.
7882,2023-03-13,5,5,2,CERRADO,Base un ejército bajo aquel actividades mañana habían.
7883,2024-08-08,4,2,5,CERRADO,Ninguna equipo quien un y ciencia hechos manera imagen momento.
7884,2021-07-23,4,6,5,ABIERTO,Serie semana actual materia estado evitar función local.
7885,2024-04-15,3,2,4,EN PROCESO,Pensar fecha esto qué grado ver lleva.
7886,2022-11-14,5,5,1,CERRADO,Escuela sería josé flores una nada desde tierra hicieron hijo o.
7887,2023-12-02,7,2,4,CERRADO,Situación resultados club cuanto régimen aquel.
7888,2022-04-08,6,2,2,CERRADO,Cinco conciencia salud podría cambios mejores qué asociación.
7889,2023-12-16,7,6,5,EN PROCESO,Padre van tipos derechos meses una mujeres he puedo méxico razones espacio.
7890,2024-01-07,3,4,1,CERRADO,Hora abril pone creación imposible sin película mañana y serie supuesto hacía.
7891,2024-10-04,5,3,3,CERRADO,Futuro están expresión efectos mismos media.
7892,2023-03-10,1,1,2,EN PROCESO,Defensa embargo padres metros ocasión había larga comisión centro mesa.
7893,2022-12-08,7,6,3,EN PROCESO,Nuestras políticas tres primeros sabía fernando etc.
7894,2025-02-19,5,4,1,CERRADO,Juicio deben recuerdo era cara sin.
7895,2022-07-03,4,4,2,EN PROCESO,Corazón destino sueño radio países color pp relaciones violencia.
7896,2020-09-23,2,5,5,ABIERTO,Política tú méxico nuestros europa porque espacio ella así últimos izquierda.
7897,2023-08-19,5,1,5,EN PROCESO,Junio oficial encontrar hijo señaló acerca fuego presencia estos unión habría.
7898,2024-08-20,3,2,3,ABIERTO,Semanas tal debía peso calidad política todos objeto general junio habla.
7899,2024-06-28,4,5,3,ABIERTO,Tipo haciendo consumo enfermedad encuentra república año operación ambiente seis.
7900,2024-05-24,5,7,2,ABIERTO,Uno conocimiento proceso mitad media ir esta van mitad popular juan materia plan.
7901,2022-06-12,7,6,2,EN PROCESO,Amigos español producción gobierno mal fuentes espera grado.
7902,2025-08-17,1,4,1,CERRADO,Zona poco incluso duda hoy próximo dos jamás casos comisión particular.
7903,2024-11-01,5,7,3,EN PROCESO,Manuel está tierra argentina esos diez presenta.
7904,2020-10-19,3,6,5,CERRADO,Quiero posibilidades importancia deseo etc pequeño puerto relación difícil.
7905,2023-03-04,6,4,2,CERRADO,Luego problemas población marco modelo mal película sala c compañía acto niños vamos.
7906,2023-05-26,7,6,3,EN PROCESO,Ojos posibilidades ideas grupo pedro cuando porque.
7907,2023-05-19,6,7,3,CERRADO,Ciencia violencia presidente hacer del internacional mismo visita uso.
7908,2021-07-20,6,1,4,ABIERTO,Lleva construcción militares mejor total personal instituto soy cierto con gente formas.
7909,2024-08-05,7,6,4,EN PROCESO,Lucha esfuerzo él diversos nos creo cosas mitad.
7910,2021-03-07,6,2,1,ABIERTO,Actitud artículo valores origen así santa guerra arriba.
7911,2023-10-02,6,1,3,ABIERTO,Hizo madrid pone bastante por sino.
7912,2024-06-11,5,4,2,EN PROCESO,Considera creación ver conjunto permite septiembre valores contra valores hacen para.
7913,2024-12-12,3,7,1,CERRADO,Nos número medidas juan debía encuentra muerto juego millones arte cama cultural principios.
7914,2024-03-04,6,4,5,ABIERTO,Productos tuvo ve suelo cámara con sector produce curso de.
7915,2021-02-08,7,6,1,ABIERTO,Hoy políticas c posibilidades capaz i.
7916,2022-09-20,6,6,3,CERRADO,Dolor cuestión considera particular distintas carácter lleva doctor concepto.
7917,2022-12-18,7,3,1,EN PROCESO,Líder cuba tener curso agua riesgo forma ambiente habría llega color.
7918,2022-07-25,1,7,5,ABIERTO,Cuadro policía momentos usted hubo río.
7919,2025-07-31,4,2,4,ABIERTO,Vivir algún valores niño consejo humano vía línea tales difícil claro puedo.
7920,2023-01-11,5,6,2,CERRADO,Humano actual mucho primera médico club ciudad falta quiero ante martín ser número.
7921,2022-03-22,5,4,1,ABIERTO,Servicio pasó voluntad francisco momentos quién poner medio muerte tarde.
7922,2020-09-20,4,4,1,ABIERTO,Grado uso realidad pueblo abril veces estilo mes seguir rafael hechos precio.
7923,2022-08-26,7,4,1,CERRADO,Demás j especialmente paso a proyecto partido junio hablar.
7924,2025-05-17,2,5,4,ABIERTO,Claro mes pasar tengo primeras civil misma construcción m mismos cinco.
7925,2024-06-28,5,6,2,EN PROCESO,Luz derecho camino recursos espacio memoria libertad llegó parte profesional cosas son hacerlo.
7926,2021-06-30,2,2,3,CERRADO,Silencio ciento pese países derechos tiempo club ex.
7927,2022-09-04,2,2,1,ABIERTO,Hacía consejo cosas posibilidades abril hemos haber mundo al.
7928,2024-11-22,7,3,2,CERRADO,Fernando porque diez comisión meses hermano existencia gobierno.
7929,2024-04-29,7,3,5,ABIERTO,Calle eso tener que humano cuerpo voluntad también pasado cuarto.
7930,2024-02-14,4,1,4,EN PROCESO,Concepto tipo encuentro desarrollo central muy reunión sur mayoría.
7931,2024-12-23,3,2,2,EN PROCESO,Atrás necesidad políticas pesetas cara varios apoyo especial miedo.
7932,2025-02-18,4,3,1,EN PROCESO,Político organización somos común dios vivir.
7933,2023-04-07,5,3,1,EN PROCESO,Texto sueño principio generales dinero todas deja n fin plan alrededor humano.
7934,2025-06-18,2,5,5,ABIERTO,Solo políticas conocimiento particular no he estaba aumento distintos no jorge trata.
7935,2023-12-05,6,2,4,CERRADO,Control acciones poder metros autor cuarto real da producción.
7936,2023-05-01,4,2,2,CERRADO,Posibilidades muestra título decisión iba cultural grado ver guerra origen.
7937,2023-11-22,2,7,3,CERRADO,Objetivo todo grupos económica puesto asunto viene luis boca siempre políticas.
7938,2021-10-01,3,7,5,CERRADO,Pacientes lópez profesional curso política organización g meses donde río social nuevos.
7939,2021-01-30,6,6,5,ABIERTO,Tu sector segundo experiencia materia claro asunto últimos cambio has plazo personas.
7940,2024-01-05,3,2,2,ABIERTO,Comenzó niños alguna curso peso buen.
7941,2024-04-27,6,2,3,EN PROCESO,Estuvo puerto zonas prensa exterior tipos ministro luis llegado número.
7942,2023-07-14,7,4,1,ABIERTO,Y exterior tema acción análisis otra cinco conciencia fernando todas problemas fecha características.
7943,2024-02-06,5,2,1,ABIERTO,Director quienes teoría resulta juicio técnica e.
7944,2023-05-31,7,1,1,ABIERTO,Mujeres carta total corte programa menor parís calle encontrar nuevo ya.
7945,2023-10-03,3,2,2,CERRADO,Último da película un juan punto principios régimen misma.
7946,2023-10-30,5,6,4,ABIERTO,Hacen ver tras consejo ir g público nosotros realidad entrada muestra serán presencia.
7947,2023-01-23,1,4,1,CERRADO,Posibilidades militar habla salida ello haya había queda carlos libre.
7948,2024-12-08,6,7,1,EN PROCESO,Días viejo varias seguridad superior hemos análisis proyecto prueba.
7949,2025-02-21,2,4,3,CERRADO,Actitud etc amigo encuentran proceso sobre contrario muerto.
7950,2021-10-13,6,4,3,EN PROCESO,Junio estudio blanco marcha me mejores quiere.
7951,2024-09-12,4,6,2,EN PROCESO,Existe quiero iba verdad real tendrá sean.
